A,B,C,D,F
1.0,2013-01-02,1.0,3,foo_44860
1.0,2013-01-02,1.0,3,foo_44861
1.0,2013-01-02,1.0,3,foo_44862
1.0,2013-01-02,1.0,3,foo_44863
1.0,2013-01-02,1.0,3,foo_44864
1.0,2013-01-02,1.0,3,foo_44865
1.0,2013-01-02,1.0,3,foo_44866
1.0,2013-01-02,1.0,3,foo_44867
1.0,2013-01-02,1.0,3,foo_44868
1.0,2013-01-02,1.0,3,foo_44869
1.0,2013-01-02,1.0,3,foo_44870
1.0,2013-01-02,1.0,3,foo_44871
1.0,2013-01-02,1.0,3,foo_44872
1.0,2013-01-02,1.0,3,foo_44873
1.0,2013-01-02,1.0,3,foo_44874
1.0,2013-01-02,1.0,3,foo_44875
1.0,2013-01-02,1.0,3,foo_44876
1.0,2013-01-02,1.0,3,foo_44877
1.0,2013-01-02,1.0,3,foo_44878
1.0,2013-01-02,1.0,3,foo_44879
1.0,2013-01-02,1.0,3,foo_44880
1.0,2013-01-02,1.0,3,foo_44881
1.0,2013-01-02,1.0,3,foo_44882
1.0,2013-01-02,1.0,3,foo_44883
1.0,2013-01-02,1.0,3,foo_44884
1.0,2013-01-02,1.0,3,foo_44885
1.0,2013-01-02,1.0,3,foo_44886
1.0,2013-01-02,1.0,3,foo_44887
1.0,2013-01-02,1.0,3,foo_44888
1.0,2013-01-02,1.0,3,foo_44889
1.0,2013-01-02,1.0,3,foo_44890
1.0,2013-01-02,1.0,3,foo_44891
1.0,2013-01-02,1.0,3,foo_44892
1.0,2013-01-02,1.0,3,foo_44893
1.0,2013-01-02,1.0,3,foo_44894
1.0,2013-01-02,1.0,3,foo_44895
1.0,2013-01-02,1.0,3,foo_44896
1.0,2013-01-02,1.0,3,foo_44897
1.0,2013-01-02,1.0,3,foo_44898
1.0,2013-01-02,1.0,3,foo_44899
1.0,2013-01-02,1.0,3,foo_44900
1.0,2013-01-02,1.0,3,foo_44901
1.0,2013-01-02,1.0,3,foo_44902
1.0,2013-01-02,1.0,3,foo_44903
1.0,2013-01-02,1.0,3,foo_44904
1.0,2013-01-02,1.0,3,foo_44905
1.0,2013-01-02,1.0,3,foo_44906
1.0,2013-01-02,1.0,3,foo_44907
1.0,2013-01-02,1.0,3,foo_44908
1.0,2013-01-02,1.0,3,foo_44909
1.0,2013-01-02,1.0,3,foo_44910
1.0,2013-01-02,1.0,3,foo_44911
1.0,2013-01-02,1.0,3,foo_44912
1.0,2013-01-02,1.0,3,foo_44913
1.0,2013-01-02,1.0,3,foo_44914
1.0,2013-01-02,1.0,3,foo_44915
1.0,2013-01-02,1.0,3,foo_44916
1.0,2013-01-02,1.0,3,foo_44917
1.0,2013-01-02,1.0,3,foo_44918
1.0,2013-01-02,1.0,3,foo_44919
1.0,2013-01-02,1.0,3,foo_44920
1.0,2013-01-02,1.0,3,foo_44921
1.0,2013-01-02,1.0,3,foo_44922
1.0,2013-01-02,1.0,3,foo_44923
1.0,2013-01-02,1.0,3,foo_44924
1.0,2013-01-02,1.0,3,foo_44925
1.0,2013-01-02,1.0,3,foo_44926
1.0,2013-01-02,1.0,3,foo_44927
1.0,2013-01-02,1.0,3,foo_44928
1.0,2013-01-02,1.0,3,foo_44929
1.0,2013-01-02,1.0,3,foo_44930
1.0,2013-01-02,1.0,3,foo_44931
1.0,2013-01-02,1.0,3,foo_44932
1.0,2013-01-02,1.0,3,foo_44933
1.0,2013-01-02,1.0,3,foo_44934
1.0,2013-01-02,1.0,3,foo_44935
1.0,2013-01-02,1.0,3,foo_44936
1.0,2013-01-02,1.0,3,foo_44937
1.0,2013-01-02,1.0,3,foo_44938
1.0,2013-01-02,1.0,3,foo_44939
1.0,2013-01-02,1.0,3,foo_44940
1.0,2013-01-02,1.0,3,foo_44941
1.0,2013-01-02,1.0,3,foo_44942
1.0,2013-01-02,1.0,3,foo_44943
1.0,2013-01-02,1.0,3,foo_44944
1.0,2013-01-02,1.0,3,foo_44945
1.0,2013-01-02,1.0,3,foo_44946
1.0,2013-01-02,1.0,3,foo_44947
1.0,2013-01-02,1.0,3,foo_44948
1.0,2013-01-02,1.0,3,foo_44949
1.0,2013-01-02,1.0,3,foo_44950
1.0,2013-01-02,1.0,3,foo_44951
1.0,2013-01-02,1.0,3,foo_44952
1.0,2013-01-02,1.0,3,foo_44953
1.0,2013-01-02,1.0,3,foo_44954
1.0,2013-01-02,1.0,3,foo_44955
1.0,2013-01-02,1.0,3,foo_44956
1.0,2013-01-02,1.0,3,foo_44957
1.0,2013-01-02,1.0,3,foo_44958
1.0,2013-01-02,1.0,3,foo_44959
1.0,2013-01-02,1.0,3,foo_44960
1.0,2013-01-02,1.0,3,foo_44961
1.0,2013-01-02,1.0,3,foo_44962
1.0,2013-01-02,1.0,3,foo_44963
1.0,2013-01-02,1.0,3,foo_44964
1.0,2013-01-02,1.0,3,foo_44965
1.0,2013-01-02,1.0,3,foo_44966
1.0,2013-01-02,1.0,3,foo_44967
1.0,2013-01-02,1.0,3,foo_44968
1.0,2013-01-02,1.0,3,foo_44969
1.0,2013-01-02,1.0,3,foo_44970
1.0,2013-01-02,1.0,3,foo_44971
1.0,2013-01-02,1.0,3,foo_44972
1.0,2013-01-02,1.0,3,foo_44973
1.0,2013-01-02,1.0,3,foo_44974
1.0,2013-01-02,1.0,3,foo_44975
1.0,2013-01-02,1.0,3,foo_44976
1.0,2013-01-02,1.0,3,foo_44977
1.0,2013-01-02,1.0,3,foo_44978
1.0,2013-01-02,1.0,3,foo_44979
1.0,2013-01-02,1.0,3,foo_44980
1.0,2013-01-02,1.0,3,foo_44981
1.0,2013-01-02,1.0,3,foo_44982
1.0,2013-01-02,1.0,3,foo_44983
1.0,2013-01-02,1.0,3,foo_44984
1.0,2013-01-02,1.0,3,foo_44985
1.0,2013-01-02,1.0,3,foo_44986
1.0,2013-01-02,1.0,3,foo_44987
1.0,2013-01-02,1.0,3,foo_44988
1.0,2013-01-02,1.0,3,foo_44989
1.0,2013-01-02,1.0,3,foo_44990
1.0,2013-01-02,1.0,3,foo_44991
1.0,2013-01-02,1.0,3,foo_44992
1.0,2013-01-02,1.0,3,foo_44993
1.0,2013-01-02,1.0,3,foo_44994
1.0,2013-01-02,1.0,3,foo_44995
1.0,2013-01-02,1.0,3,foo_44996
1.0,2013-01-02,1.0,3,foo_44997
1.0,2013-01-02,1.0,3,foo_44998
1.0,2013-01-02,1.0,3,foo_44999
1.0,2013-01-02,1.0,3,foo_45000
1.0,2013-01-02,1.0,3,foo_45001
1.0,2013-01-02,1.0,3,foo_45002
1.0,2013-01-02,1.0,3,foo_45003
1.0,2013-01-02,1.0,3,foo_45004
1.0,2013-01-02,1.0,3,foo_45005
1.0,2013-01-02,1.0,3,foo_45006
1.0,2013-01-02,1.0,3,foo_45007
1.0,2013-01-02,1.0,3,foo_45008
1.0,2013-01-02,1.0,3,foo_45009
1.0,2013-01-02,1.0,3,foo_45010
1.0,2013-01-02,1.0,3,foo_45011
1.0,2013-01-02,1.0,3,foo_45012
1.0,2013-01-02,1.0,3,foo_45013
1.0,2013-01-02,1.0,3,foo_45014
1.0,2013-01-02,1.0,3,foo_45015
1.0,2013-01-02,1.0,3,foo_45016
1.0,2013-01-02,1.0,3,foo_45017
1.0,2013-01-02,1.0,3,foo_45018
1.0,2013-01-02,1.0,3,foo_45019
1.0,2013-01-02,1.0,3,foo_45020
1.0,2013-01-02,1.0,3,foo_45021
1.0,2013-01-02,1.0,3,foo_45022
1.0,2013-01-02,1.0,3,foo_45023
1.0,2013-01-02,1.0,3,foo_45024
1.0,2013-01-02,1.0,3,foo_45025
1.0,2013-01-02,1.0,3,foo_45026
1.0,2013-01-02,1.0,3,foo_45027
1.0,2013-01-02,1.0,3,foo_45028
1.0,2013-01-02,1.0,3,foo_45029
1.0,2013-01-02,1.0,3,foo_45030
1.0,2013-01-02,1.0,3,foo_45031
1.0,2013-01-02,1.0,3,foo_45032
1.0,2013-01-02,1.0,3,foo_45033
1.0,2013-01-02,1.0,3,foo_45034
1.0,2013-01-02,1.0,3,foo_45035
1.0,2013-01-02,1.0,3,foo_45036
1.0,2013-01-02,1.0,3,foo_45037
1.0,2013-01-02,1.0,3,foo_45038
1.0,2013-01-02,1.0,3,foo_45039
1.0,2013-01-02,1.0,3,foo_45040
1.0,2013-01-02,1.0,3,foo_45041
1.0,2013-01-02,1.0,3,foo_45042
1.0,2013-01-02,1.0,3,foo_45043
1.0,2013-01-02,1.0,3,foo_45044
1.0,2013-01-02,1.0,3,foo_45045
1.0,2013-01-02,1.0,3,foo_45046
1.0,2013-01-02,1.0,3,foo_45047
1.0,2013-01-02,1.0,3,foo_45048
1.0,2013-01-02,1.0,3,foo_45049
1.0,2013-01-02,1.0,3,foo_45050
1.0,2013-01-02,1.0,3,foo_45051
1.0,2013-01-02,1.0,3,foo_45052
1.0,2013-01-02,1.0,3,foo_45053
1.0,2013-01-02,1.0,3,foo_45054
1.0,2013-01-02,1.0,3,foo_45055
1.0,2013-01-02,1.0,3,foo_45056
1.0,2013-01-02,1.0,3,foo_45057
1.0,2013-01-02,1.0,3,foo_45058
1.0,2013-01-02,1.0,3,foo_45059
1.0,2013-01-02,1.0,3,foo_45060
1.0,2013-01-02,1.0,3,foo_45061
1.0,2013-01-02,1.0,3,foo_45062
1.0,2013-01-02,1.0,3,foo_45063
1.0,2013-01-02,1.0,3,foo_45064
1.0,2013-01-02,1.0,3,foo_45065
1.0,2013-01-02,1.0,3,foo_45066
1.0,2013-01-02,1.0,3,foo_45067
1.0,2013-01-02,1.0,3,foo_45068
1.0,2013-01-02,1.0,3,foo_45069
1.0,2013-01-02,1.0,3,foo_45070
1.0,2013-01-02,1.0,3,foo_45071
1.0,2013-01-02,1.0,3,foo_45072
1.0,2013-01-02,1.0,3,foo_45073
1.0,2013-01-02,1.0,3,foo_45074
1.0,2013-01-02,1.0,3,foo_45075
1.0,2013-01-02,1.0,3,foo_45076
1.0,2013-01-02,1.0,3,foo_45077
1.0,2013-01-02,1.0,3,foo_45078
1.0,2013-01-02,1.0,3,foo_45079
1.0,2013-01-02,1.0,3,foo_45080
1.0,2013-01-02,1.0,3,foo_45081
1.0,2013-01-02,1.0,3,foo_45082
1.0,2013-01-02,1.0,3,foo_45083
1.0,2013-01-02,1.0,3,foo_45084
1.0,2013-01-02,1.0,3,foo_45085
1.0,2013-01-02,1.0,3,foo_45086
1.0,2013-01-02,1.0,3,foo_45087
1.0,2013-01-02,1.0,3,foo_45088
1.0,2013-01-02,1.0,3,foo_45089
1.0,2013-01-02,1.0,3,foo_45090
1.0,2013-01-02,1.0,3,foo_45091
1.0,2013-01-02,1.0,3,foo_45092
1.0,2013-01-02,1.0,3,foo_45093
1.0,2013-01-02,1.0,3,foo_45094
1.0,2013-01-02,1.0,3,foo_45095
1.0,2013-01-02,1.0,3,foo_45096
1.0,2013-01-02,1.0,3,foo_45097
1.0,2013-01-02,1.0,3,foo_45098
1.0,2013-01-02,1.0,3,foo_45099
1.0,2013-01-02,1.0,3,foo_45100
1.0,2013-01-02,1.0,3,foo_45101
1.0,2013-01-02,1.0,3,foo_45102
1.0,2013-01-02,1.0,3,foo_45103
1.0,2013-01-02,1.0,3,foo_45104
1.0,2013-01-02,1.0,3,foo_45105
1.0,2013-01-02,1.0,3,foo_45106
1.0,2013-01-02,1.0,3,foo_45107
1.0,2013-01-02,1.0,3,foo_45108
1.0,2013-01-02,1.0,3,foo_45109
1.0,2013-01-02,1.0,3,foo_45110
1.0,2013-01-02,1.0,3,foo_45111
1.0,2013-01-02,1.0,3,foo_45112
1.0,2013-01-02,1.0,3,foo_45113
1.0,2013-01-02,1.0,3,foo_45114
1.0,2013-01-02,1.0,3,foo_45115
1.0,2013-01-02,1.0,3,foo_45116
1.0,2013-01-02,1.0,3,foo_45117
1.0,2013-01-02,1.0,3,foo_45118
1.0,2013-01-02,1.0,3,foo_45119
1.0,2013-01-02,1.0,3,foo_45120
1.0,2013-01-02,1.0,3,foo_45121
1.0,2013-01-02,1.0,3,foo_45122
1.0,2013-01-02,1.0,3,foo_45123
1.0,2013-01-02,1.0,3,foo_45124
1.0,2013-01-02,1.0,3,foo_45125
1.0,2013-01-02,1.0,3,foo_45126
1.0,2013-01-02,1.0,3,foo_45127
1.0,2013-01-02,1.0,3,foo_45128
1.0,2013-01-02,1.0,3,foo_45129
1.0,2013-01-02,1.0,3,foo_45130
1.0,2013-01-02,1.0,3,foo_45131
1.0,2013-01-02,1.0,3,foo_45132
1.0,2013-01-02,1.0,3,foo_45133
1.0,2013-01-02,1.0,3,foo_45134
1.0,2013-01-02,1.0,3,foo_45135
1.0,2013-01-02,1.0,3,foo_45136
1.0,2013-01-02,1.0,3,foo_45137
1.0,2013-01-02,1.0,3,foo_45138
1.0,2013-01-02,1.0,3,foo_45139
1.0,2013-01-02,1.0,3,foo_45140
1.0,2013-01-02,1.0,3,foo_45141
1.0,2013-01-02,1.0,3,foo_45142
1.0,2013-01-02,1.0,3,foo_45143
1.0,2013-01-02,1.0,3,foo_45144
1.0,2013-01-02,1.0,3,foo_45145
1.0,2013-01-02,1.0,3,foo_45146
1.0,2013-01-02,1.0,3,foo_45147
1.0,2013-01-02,1.0,3,foo_45148
1.0,2013-01-02,1.0,3,foo_45149
1.0,2013-01-02,1.0,3,foo_45150
1.0,2013-01-02,1.0,3,foo_45151
1.0,2013-01-02,1.0,3,foo_45152
1.0,2013-01-02,1.0,3,foo_45153
1.0,2013-01-02,1.0,3,foo_45154
1.0,2013-01-02,1.0,3,foo_45155
1.0,2013-01-02,1.0,3,foo_45156
1.0,2013-01-02,1.0,3,foo_45157
1.0,2013-01-02,1.0,3,foo_45158
1.0,2013-01-02,1.0,3,foo_45159
1.0,2013-01-02,1.0,3,foo_45160
1.0,2013-01-02,1.0,3,foo_45161
1.0,2013-01-02,1.0,3,foo_45162
1.0,2013-01-02,1.0,3,foo_45163
1.0,2013-01-02,1.0,3,foo_45164
1.0,2013-01-02,1.0,3,foo_45165
1.0,2013-01-02,1.0,3,foo_45166
1.0,2013-01-02,1.0,3,foo_45167
1.0,2013-01-02,1.0,3,foo_45168
1.0,2013-01-02,1.0,3,foo_45169
1.0,2013-01-02,1.0,3,foo_45170
1.0,2013-01-02,1.0,3,foo_45171
1.0,2013-01-02,1.0,3,foo_45172
1.0,2013-01-02,1.0,3,foo_45173
1.0,2013-01-02,1.0,3,foo_45174
1.0,2013-01-02,1.0,3,foo_45175
1.0,2013-01-02,1.0,3,foo_45176
1.0,2013-01-02,1.0,3,foo_45177
1.0,2013-01-02,1.0,3,foo_45178
1.0,2013-01-02,1.0,3,foo_45179
1.0,2013-01-02,1.0,3,foo_45180
1.0,2013-01-02,1.0,3,foo_45181
1.0,2013-01-02,1.0,3,foo_45182
1.0,2013-01-02,1.0,3,foo_45183
1.0,2013-01-02,1.0,3,foo_45184
1.0,2013-01-02,1.0,3,foo_45185
1.0,2013-01-02,1.0,3,foo_45186
1.0,2013-01-02,1.0,3,foo_45187
1.0,2013-01-02,1.0,3,foo_45188
1.0,2013-01-02,1.0,3,foo_45189
1.0,2013-01-02,1.0,3,foo_45190
1.0,2013-01-02,1.0,3,foo_45191
1.0,2013-01-02,1.0,3,foo_45192
1.0,2013-01-02,1.0,3,foo_45193
1.0,2013-01-02,1.0,3,foo_45194
1.0,2013-01-02,1.0,3,foo_45195
1.0,2013-01-02,1.0,3,foo_45196
1.0,2013-01-02,1.0,3,foo_45197
1.0,2013-01-02,1.0,3,foo_45198
1.0,2013-01-02,1.0,3,foo_45199
1.0,2013-01-02,1.0,3,foo_45200
1.0,2013-01-02,1.0,3,foo_45201
1.0,2013-01-02,1.0,3,foo_45202
1.0,2013-01-02,1.0,3,foo_45203
1.0,2013-01-02,1.0,3,foo_45204
1.0,2013-01-02,1.0,3,foo_45205
1.0,2013-01-02,1.0,3,foo_45206
1.0,2013-01-02,1.0,3,foo_45207
1.0,2013-01-02,1.0,3,foo_45208
1.0,2013-01-02,1.0,3,foo_45209
1.0,2013-01-02,1.0,3,foo_45210
1.0,2013-01-02,1.0,3,foo_45211
1.0,2013-01-02,1.0,3,foo_45212
1.0,2013-01-02,1.0,3,foo_45213
1.0,2013-01-02,1.0,3,foo_45214
1.0,2013-01-02,1.0,3,foo_45215
1.0,2013-01-02,1.0,3,foo_45216
1.0,2013-01-02,1.0,3,foo_45217
1.0,2013-01-02,1.0,3,foo_45218
1.0,2013-01-02,1.0,3,foo_45219
1.0,2013-01-02,1.0,3,foo_45220
1.0,2013-01-02,1.0,3,foo_45221
1.0,2013-01-02,1.0,3,foo_45222
1.0,2013-01-02,1.0,3,foo_45223
1.0,2013-01-02,1.0,3,foo_45224
1.0,2013-01-02,1.0,3,foo_45225
1.0,2013-01-02,1.0,3,foo_45226
1.0,2013-01-02,1.0,3,foo_45227
1.0,2013-01-02,1.0,3,foo_45228
1.0,2013-01-02,1.0,3,foo_45229
1.0,2013-01-02,1.0,3,foo_45230
1.0,2013-01-02,1.0,3,foo_45231
1.0,2013-01-02,1.0,3,foo_45232
1.0,2013-01-02,1.0,3,foo_45233
1.0,2013-01-02,1.0,3,foo_45234
1.0,2013-01-02,1.0,3,foo_45235
1.0,2013-01-02,1.0,3,foo_45236
1.0,2013-01-02,1.0,3,foo_45237
1.0,2013-01-02,1.0,3,foo_45238
1.0,2013-01-02,1.0,3,foo_45239
1.0,2013-01-02,1.0,3,foo_45240
1.0,2013-01-02,1.0,3,foo_45241
1.0,2013-01-02,1.0,3,foo_45242
1.0,2013-01-02,1.0,3,foo_45243
1.0,2013-01-02,1.0,3,foo_45244
1.0,2013-01-02,1.0,3,foo_45245
1.0,2013-01-02,1.0,3,foo_45246
1.0,2013-01-02,1.0,3,foo_45247
1.0,2013-01-02,1.0,3,foo_45248
1.0,2013-01-02,1.0,3,foo_45249
1.0,2013-01-02,1.0,3,foo_45250
1.0,2013-01-02,1.0,3,foo_45251
1.0,2013-01-02,1.0,3,foo_45252
1.0,2013-01-02,1.0,3,foo_45253
1.0,2013-01-02,1.0,3,foo_45254
1.0,2013-01-02,1.0,3,foo_45255
1.0,2013-01-02,1.0,3,foo_45256
1.0,2013-01-02,1.0,3,foo_45257
1.0,2013-01-02,1.0,3,foo_45258
1.0,2013-01-02,1.0,3,foo_45259
1.0,2013-01-02,1.0,3,foo_45260
1.0,2013-01-02,1.0,3,foo_45261
1.0,2013-01-02,1.0,3,foo_45262
1.0,2013-01-02,1.0,3,foo_45263
1.0,2013-01-02,1.0,3,foo_45264
1.0,2013-01-02,1.0,3,foo_45265
1.0,2013-01-02,1.0,3,foo_45266
1.0,2013-01-02,1.0,3,foo_45267
1.0,2013-01-02,1.0,3,foo_45268
1.0,2013-01-02,1.0,3,foo_45269
1.0,2013-01-02,1.0,3,foo_45270
1.0,2013-01-02,1.0,3,foo_45271
1.0,2013-01-02,1.0,3,foo_45272
1.0,2013-01-02,1.0,3,foo_45273
1.0,2013-01-02,1.0,3,foo_45274
1.0,2013-01-02,1.0,3,foo_45275
1.0,2013-01-02,1.0,3,foo_45276
1.0,2013-01-02,1.0,3,foo_45277
1.0,2013-01-02,1.0,3,foo_45278
1.0,2013-01-02,1.0,3,foo_45279
1.0,2013-01-02,1.0,3,foo_45280
1.0,2013-01-02,1.0,3,foo_45281
1.0,2013-01-02,1.0,3,foo_45282
1.0,2013-01-02,1.0,3,foo_45283
1.0,2013-01-02,1.0,3,foo_45284
1.0,2013-01-02,1.0,3,foo_45285
1.0,2013-01-02,1.0,3,foo_45286
1.0,2013-01-02,1.0,3,foo_45287
1.0,2013-01-02,1.0,3,foo_45288
1.0,2013-01-02,1.0,3,foo_45289
1.0,2013-01-02,1.0,3,foo_45290
1.0,2013-01-02,1.0,3,foo_45291
1.0,2013-01-02,1.0,3,foo_45292
1.0,2013-01-02,1.0,3,foo_45293
1.0,2013-01-02,1.0,3,foo_45294
1.0,2013-01-02,1.0,3,foo_45295
1.0,2013-01-02,1.0,3,foo_45296
1.0,2013-01-02,1.0,3,foo_45297
1.0,2013-01-02,1.0,3,foo_45298
1.0,2013-01-02,1.0,3,foo_45299
1.0,2013-01-02,1.0,3,foo_45300
1.0,2013-01-02,1.0,3,foo_45301
1.0,2013-01-02,1.0,3,foo_45302
1.0,2013-01-02,1.0,3,foo_45303
1.0,2013-01-02,1.0,3,foo_45304
1.0,2013-01-02,1.0,3,foo_45305
1.0,2013-01-02,1.0,3,foo_45306
1.0,2013-01-02,1.0,3,foo_45307
1.0,2013-01-02,1.0,3,foo_45308
1.0,2013-01-02,1.0,3,foo_45309
1.0,2013-01-02,1.0,3,foo_45310
1.0,2013-01-02,1.0,3,foo_45311
1.0,2013-01-02,1.0,3,foo_45312
1.0,2013-01-02,1.0,3,foo_45313
1.0,2013-01-02,1.0,3,foo_45314
1.0,2013-01-02,1.0,3,foo_45315
1.0,2013-01-02,1.0,3,foo_45316
1.0,2013-01-02,1.0,3,foo_45317
1.0,2013-01-02,1.0,3,foo_45318
1.0,2013-01-02,1.0,3,foo_45319
1.0,2013-01-02,1.0,3,foo_45320
1.0,2013-01-02,1.0,3,foo_45321
1.0,2013-01-02,1.0,3,foo_45322
1.0,2013-01-02,1.0,3,foo_45323
1.0,2013-01-02,1.0,3,foo_45324
1.0,2013-01-02,1.0,3,foo_45325
1.0,2013-01-02,1.0,3,foo_45326
1.0,2013-01-02,1.0,3,foo_45327
1.0,2013-01-02,1.0,3,foo_45328
1.0,2013-01-02,1.0,3,foo_45329
1.0,2013-01-02,1.0,3,foo_45330
1.0,2013-01-02,1.0,3,foo_45331
1.0,2013-01-02,1.0,3,foo_45332
1.0,2013-01-02,1.0,3,foo_45333
1.0,2013-01-02,1.0,3,foo_45334
1.0,2013-01-02,1.0,3,foo_45335
1.0,2013-01-02,1.0,3,foo_45336
1.0,2013-01-02,1.0,3,foo_45337
1.0,2013-01-02,1.0,3,foo_45338
1.0,2013-01-02,1.0,3,foo_45339
1.0,2013-01-02,1.0,3,foo_45340
1.0,2013-01-02,1.0,3,foo_45341
1.0,2013-01-02,1.0,3,foo_45342
1.0,2013-01-02,1.0,3,foo_45343
1.0,2013-01-02,1.0,3,foo_45344
1.0,2013-01-02,1.0,3,foo_45345
1.0,2013-01-02,1.0,3,foo_45346
1.0,2013-01-02,1.0,3,foo_45347
1.0,2013-01-02,1.0,3,foo_45348
1.0,2013-01-02,1.0,3,foo_45349
1.0,2013-01-02,1.0,3,foo_45350
1.0,2013-01-02,1.0,3,foo_45351
1.0,2013-01-02,1.0,3,foo_45352
1.0,2013-01-02,1.0,3,foo_45353
1.0,2013-01-02,1.0,3,foo_45354
1.0,2013-01-02,1.0,3,foo_45355
1.0,2013-01-02,1.0,3,foo_45356
1.0,2013-01-02,1.0,3,foo_45357
1.0,2013-01-02,1.0,3,foo_45358
1.0,2013-01-02,1.0,3,foo_45359
1.0,2013-01-02,1.0,3,foo_45360
1.0,2013-01-02,1.0,3,foo_45361
1.0,2013-01-02,1.0,3,foo_45362
1.0,2013-01-02,1.0,3,foo_45363
1.0,2013-01-02,1.0,3,foo_45364
1.0,2013-01-02,1.0,3,foo_45365
1.0,2013-01-02,1.0,3,foo_45366
1.0,2013-01-02,1.0,3,foo_45367
1.0,2013-01-02,1.0,3,foo_45368
1.0,2013-01-02,1.0,3,foo_45369
1.0,2013-01-02,1.0,3,foo_45370
1.0,2013-01-02,1.0,3,foo_45371
1.0,2013-01-02,1.0,3,foo_45372
1.0,2013-01-02,1.0,3,foo_45373
1.0,2013-01-02,1.0,3,foo_45374
1.0,2013-01-02,1.0,3,foo_45375
1.0,2013-01-02,1.0,3,foo_45376
1.0,2013-01-02,1.0,3,foo_45377
1.0,2013-01-02,1.0,3,foo_45378
1.0,2013-01-02,1.0,3,foo_45379
1.0,2013-01-02,1.0,3,foo_45380
1.0,2013-01-02,1.0,3,foo_45381
1.0,2013-01-02,1.0,3,foo_45382
1.0,2013-01-02,1.0,3,foo_45383
1.0,2013-01-02,1.0,3,foo_45384
1.0,2013-01-02,1.0,3,foo_45385
1.0,2013-01-02,1.0,3,foo_45386
1.0,2013-01-02,1.0,3,foo_45387
1.0,2013-01-02,1.0,3,foo_45388
1.0,2013-01-02,1.0,3,foo_45389
1.0,2013-01-02,1.0,3,foo_45390
1.0,2013-01-02,1.0,3,foo_45391
1.0,2013-01-02,1.0,3,foo_45392
1.0,2013-01-02,1.0,3,foo_45393
1.0,2013-01-02,1.0,3,foo_45394
1.0,2013-01-02,1.0,3,foo_45395
1.0,2013-01-02,1.0,3,foo_45396
1.0,2013-01-02,1.0,3,foo_45397
1.0,2013-01-02,1.0,3,foo_45398
1.0,2013-01-02,1.0,3,foo_45399
1.0,2013-01-02,1.0,3,foo_45400
1.0,2013-01-02,1.0,3,foo_45401
1.0,2013-01-02,1.0,3,foo_45402
1.0,2013-01-02,1.0,3,foo_45403
1.0,2013-01-02,1.0,3,foo_45404
1.0,2013-01-02,1.0,3,foo_45405
1.0,2013-01-02,1.0,3,foo_45406
1.0,2013-01-02,1.0,3,foo_45407
1.0,2013-01-02,1.0,3,foo_45408
1.0,2013-01-02,1.0,3,foo_45409
1.0,2013-01-02,1.0,3,foo_45410
1.0,2013-01-02,1.0,3,foo_45411
1.0,2013-01-02,1.0,3,foo_45412
1.0,2013-01-02,1.0,3,foo_45413
1.0,2013-01-02,1.0,3,foo_45414
1.0,2013-01-02,1.0,3,foo_45415
1.0,2013-01-02,1.0,3,foo_45416
1.0,2013-01-02,1.0,3,foo_45417
1.0,2013-01-02,1.0,3,foo_45418
1.0,2013-01-02,1.0,3,foo_45419
1.0,2013-01-02,1.0,3,foo_45420
1.0,2013-01-02,1.0,3,foo_45421
1.0,2013-01-02,1.0,3,foo_45422
1.0,2013-01-02,1.0,3,foo_45423
1.0,2013-01-02,1.0,3,foo_45424
1.0,2013-01-02,1.0,3,foo_45425
1.0,2013-01-02,1.0,3,foo_45426
1.0,2013-01-02,1.0,3,foo_45427
1.0,2013-01-02,1.0,3,foo_45428
1.0,2013-01-02,1.0,3,foo_45429
1.0,2013-01-02,1.0,3,foo_45430
1.0,2013-01-02,1.0,3,foo_45431
1.0,2013-01-02,1.0,3,foo_45432
1.0,2013-01-02,1.0,3,foo_45433
1.0,2013-01-02,1.0,3,foo_45434
1.0,2013-01-02,1.0,3,foo_45435
1.0,2013-01-02,1.0,3,foo_45436
1.0,2013-01-02,1.0,3,foo_45437
1.0,2013-01-02,1.0,3,foo_45438
1.0,2013-01-02,1.0,3,foo_45439
1.0,2013-01-02,1.0,3,foo_45440
1.0,2013-01-02,1.0,3,foo_45441
1.0,2013-01-02,1.0,3,foo_45442
1.0,2013-01-02,1.0,3,foo_45443
1.0,2013-01-02,1.0,3,foo_45444
1.0,2013-01-02,1.0,3,foo_45445
1.0,2013-01-02,1.0,3,foo_45446
1.0,2013-01-02,1.0,3,foo_45447
1.0,2013-01-02,1.0,3,foo_45448
1.0,2013-01-02,1.0,3,foo_45449
1.0,2013-01-02,1.0,3,foo_45450
1.0,2013-01-02,1.0,3,foo_45451
1.0,2013-01-02,1.0,3,foo_45452
1.0,2013-01-02,1.0,3,foo_45453
1.0,2013-01-02,1.0,3,foo_45454
1.0,2013-01-02,1.0,3,foo_45455
1.0,2013-01-02,1.0,3,foo_45456
1.0,2013-01-02,1.0,3,foo_45457
1.0,2013-01-02,1.0,3,foo_45458
1.0,2013-01-02,1.0,3,foo_45459
1.0,2013-01-02,1.0,3,foo_45460
1.0,2013-01-02,1.0,3,foo_45461
1.0,2013-01-02,1.0,3,foo_45462
1.0,2013-01-02,1.0,3,foo_45463
1.0,2013-01-02,1.0,3,foo_45464
1.0,2013-01-02,1.0,3,foo_45465
1.0,2013-01-02,1.0,3,foo_45466
1.0,2013-01-02,1.0,3,foo_45467
